epoch;acc;loss;val_acc;val_loss
0;0.0963125;4.160473977804184;0.20359375;3.9564998733997343
1;0.3702256673107581;2.6601031694425945;0.33125;2.9149230659008025
2;0.45946114896356804;2.2602847594204953;0.2815625;3.785131030082703
3;0.50928125;2.0487033049464225;0.3525;2.944161283969879
4;0.5436101037963742;1.8965169943033404;0.429375;2.5366499269008638
5;0.5704194536401069;1.7802486765598546;0.48015625;2.3334428173303605
6;0.59015625;1.7004603886902332;0.53171875;1.9894042426347733
7;0.61446875;1.593898108124733;0.5696875;1.8852278149127961
8;0.6240076264374076;1.551995323860415;0.5003125;2.215031834244728
9;0.6373851347164846;1.4992602138122246;0.54046875;1.9989495211839676
10;0.6509345502207158;1.440690439075442;0.574375;1.8521681255102158
11;0.662359375;1.391025985300541;0.6034375;1.7502632635831832
12;0.669312996194237;1.368011190726279;0.58390625;1.81843467772007
13;0.6781584047083334;1.3282231136568712;0.53984375;2.0530223661661147
14;0.692140625;1.2727004013955594;0.60578125;1.7048127388954162
15;0.699568669121735;1.2484026990876076;0.57359375;1.8830895242094994
16;0.7013346252459589;1.2304631433777864;0.6353125;1.5888658851385116
17;0.7160248796612112;1.1737435328675008;0.63734375;1.6003585851192474
18;0.721421875;1.1514285058379172;0.5984375;1.803658431470394
19;0.7230105644845661;1.1473768885049058;0.6503125;1.530768020451069
20;0.7305901106457461;1.112926661688782;0.66703125;1.453021399974823
21;0.738828125;1.0720035556405783;0.665;1.4971473482251167
22;0.7410451959705192;1.0641164499915838;0.6128125;1.7732466465234757
23;0.7473588797974126;1.0409144815813194;0.6634375;1.5093928599357604
24;0.7539538663424886;1.0131026746526677;0.616875;1.7045451483130456
25;0.7574701506532475;1.0033762860225128;0.62953125;1.677025509774685
26;0.7584375;0.9953342705518007;0.65359375;1.5639918035268783
27;0.7673313746327436;0.9542954867650861;0.69765625;1.3882021749019622
28;0.7693473776370322;0.9496310438455221;0.6653125;1.5767153710126878
29;0.7708125;0.9453610620200634;0.6809375;1.456731080710888
30;0.7790054385197225;0.9083795503295123;0.62296875;1.736892449259758
31;0.7821466524973433;0.8906393967219097;0.65546875;1.6308264535665513
32;0.787421875;0.8777491577640176;0.6746875;1.5016102093458175
33;0.7889135462973813;0.8695123814907552;0.61625;1.7963909837603569
34;0.797984375;0.8348038140684366;0.6575;1.61415683478117
35;0.7964305807264356;0.8365374844808419;0.67015625;1.5450492876768112
36;0.7985872350991305;0.8284315485249923;0.681875;1.4672065395116807
37;0.808640625;0.7925684550404548;0.68296875;1.4780651283264161
38;0.8090221333037142;0.7843496498203552;0.6828125;1.4906982678174971
39;0.8111989748077765;0.7844318848569266;0.62359375;1.8634764671325683
40;0.813359375;0.777801574215293;0.65;1.7031247353553771
41;0.8214821528962175;0.7438933242296601;0.66828125;1.6314144322276116
42;0.821953125;0.7459574028998613;0.68703125;1.5189259707927705
43;0.8210758267249615;0.7361908520565426;0.6384375;1.7878946515917777
44;0.8329217978296425;0.6979638395990857;0.68875;1.497881663441658
45;0.83078125;0.7025525755509734;0.6296875;1.8522698312997818
46;0.829702444215741;0.704369975185591;0.6925;1.5238717216253281
47;0.84009375;0.6682016711458564;0.66875;1.6516337499022484
48;0.8415186945067147;0.6608589395714861;0.6275;1.8488197845220566
49;0.84240625;0.6574492740109563;0.65953125;1.703209912776947
50;0.8428767893942861;0.6562247325675505;0.65046875;1.726957809329033
51;0.8501594048809646;0.6280719524265387;0.70015625;1.4854184094071388
52;0.84778125;0.6321780362948776;0.67078125;1.681973912268877
53;0.8477058198412202;0.6377910755459664;0.675625;1.5803172731399535
54;0.8589579296080763;0.5909179953058682;0.69078125;1.6001245275139808
55;0.8606457460811155;0.5910483888889123;0.658125;1.7537798711657524
56;0.85690625;0.5961704470738769;0.68171875;1.6199374336004257
57;0.8635837969582044;0.5796734876630306;0.67203125;1.6493724751472474
58;0.8668969181796092;0.5609825837144168;0.6515625;1.8112539997696877
59;0.866625;0.5628897257894278;0.68859375;1.5684722575545311
60;0.8689441770406457;0.5555081928626607;0.6309375;1.926030033826828
61;0.874304557097005;0.5336835970168875;0.660625;1.8125146320462227
62;0.875328125;0.5293526160046458;0.65640625;1.7853126502037049
63;0.8749453022478968;0.5301638320661257;0.6834375;1.6633933183550835
64;0.8817278239744458;0.5080334695382455;0.6571875;1.7896518635749816
65;0.88140625;0.5045322666466237;0.6446875;1.9119322788715363
66;0.8841284231624112;0.49849211078473027;0.668125;1.7716256803274155
67;0.883890625;0.4962902095243335;0.6753125;1.7002302455902099
68;0.8937457023117329;0.46587117439122055;0.668125;1.7494934034347533
69;0.8900625;0.4740697343982756;0.66921875;1.7624544662237167
70;0.8907138838494965;0.46829607341858404;0.710625;1.548613539338112
71;0.8966368694167409;0.4475133145698318;0.67265625;1.751237389743328
72;0.8954647746526979;0.4527657335606517;0.69828125;1.6281292587518692
73;0.896453125;0.45310359896719454;0.6896875;1.6258063319325446
74;0.901796875;0.43360433080792427;0.6925;1.6386146229505538
75;0.9020726522445918;0.42566701193123857;0.66265625;1.8662388306856155
76;0.90559375;0.41652642813697455;0.66796875;1.7792321476340294
77;0.90465625;0.41842019014805554;0.705625;1.5849464562535287
78;0.9093267487728455;0.40309361609442645;0.691875;1.6508155250549317
79;0.9090596473677629;0.4046994250398644;0.6921875;1.702838962674141
